question1,question2,is_duplicate
г« ен «бѕн«д«  «бгжћжѕ… Ён √дѕждн”н«њ,яг ѕн«д… нжћѕ Ён √дѕждн”н«њ,1
янЁ √” Ёнѕ гд ж’Ё«  «б»н÷ б»‘— нњ,г«  ен √ег ж’Ё«  «бЎЏ«г гд «б»н÷њ,0
г« Ў—нё…  Ќ÷н— Џћнд… «б»н “« »«бЌбн» «б”ш«∆б њ,янЁ «Ќ÷— Џћнд… «б»н “« »«бЌбн» «б”ш«∆бњ,1
янЁн… я «»… «б—ш”«∆б «б≈ѕ«—нш…њ,г« ен Ёж«∆ѕ «б—”«∆б «б«ѕ«—н…њ,0
гд «дж«Џ «бёг— «б’д«Џн њ,г« еж «бёг— «б’д«Џн њ,0
янЁ н г «” ќ—«ћ “»ѕ… «б‘н«њ,г« ен Ё«∆ѕ… “»ѕ… «б‘н« бб»‘—…њ,0
янЁ «Ќ÷— «беж  яня гЏ «б“»ѕ…њ,гд Ў—ё  Ќ÷н— «беж  яня гЏ «б“»ѕ…њ,1
г«–« дё’ѕ »«бёнжѕ «бЁ—ѕн…њ,г« ен «бёнжѕ њ,0
Ён «н гѕнд… жбѕ «б—«“нњ,Ён «н гѕнд… нёЏ г ЌЁ «б—«“нњ,0
г« ен «еѕ«Ё ‘—я… ћжћб њ,еб ед«я «еѕ«Ё б‘—я… ћжћб њ,1
яг  »бџ г”«Ќ… «б»— џ«бњ,яг  ’б «бг”«Ќ… «б≈ћг«бн… б»жбдѕ«њ,0
янЁ ндЏг «бЁ«“бнд «бжћењ,еб ндЏг «бЁ«“бнд «бжћењ,1
г« ен √я»— ѕжб ё«—… √ж—ж»«њ,г« «”г «бѕжб… «б√я»— »ё«—… √ж—ж»«њ,1
яг ≈ёбнг нжћѕ Ён «бжб«н«  «б√г—нян…њ,г« Џѕѕ «б√ё«бнг «б—∆н”н… Ён √г—ня«њ,1
г« ен «бгѕнд… «бгжћжѕ… Ён «бггбя… «б√—ѕдн… «б н ’дЁ  ÷гд √‘е— «бгѕд «б√Ћ—н… «бЏ«бгн…њ,г« ен «бЌ«б… «бгд«ќн… Ён «б√—ѕд ’нЁ«рњ,0
г« √егн… «бЌбн» бб»‘—…њ,г« Ёж«∆ѕ ‘—» «бЌбн» ё»б «бджгњ,0
г« ен г”«Ќ… «бћ“н—… «б‘г«бн… «бднж“бдѕн…њ,яг  »бџ г”«Ќ… «бћ“н—… «бћдж»н… Ён днж“бдѕ«њ,0
г« еж «б «—нќ «б—”гн б‘—я… ћжћбњ,г м «””  ‘—я… ћжћб њ,1
г« √ег гж«’Ё«  «б «»б њ,√нд ’ѕ— √жб  «»б њ,0
г«–« дё’ѕ »«б ÷ќг Џбм «бЎб»њ,г« еж «б ÷ќг њ,0
янЁ «Ќ÷— ‘ж—»… «бЁЎ— »«бя—нг…њ,гд Ў—ё  Ќ÷н— ‘ж—»… «бЁЎ— »«бя—нг…њ,1
г« ен √ег ж’Ё«  «б»н÷ бб»‘—…њ,янЁ √” Ёнѕ гд ж’Ё«  «б»н÷ б»‘— нњ,1
г« Ў—нё…  Ќ÷н— гдѕн «ббЌг »ёѕ— «б÷џЎ њ,янЁ «Ќ÷— гдѕн «ббЌг »ёѕ— «б÷џЎњ,1
янЁ н г  ’днЏ «бж—ё гня«днян«рњ,г« янЁн…  ’днЏ «бж—ё гня«днян«рњ,1
г« «”»«» «б’Ё«—њ,г« «”»«» «б’Ё—«Ѕњ,1
гд «нћ«»н«  «б яджбжћн« њ,г«  Џ—нЁ «б яджбжћн« њ,0
Ён √н »бѕ жбѕ √Ќгѕ ‘жёнњ,г« √ћгб ё’«∆ѕ «Ќгѕ ‘жёнњ,0
г« √егн…  ёдн… «бгЏбжг«  Ён гћ«б «б≈Џ«—… »нд «бгя »« њ,г«–« дё’ѕ » ёдн… «бгЏбжг« њ,0
≈бм г«–« нƒѕн Ќ’м «бябмњ,г«–« н”»» Ќ’м «бябмњ,1
яг н»бџ Ўжб »—ћ ќбнЁ…њ,яг н’б Ўжб »—ћ ЌбнЁ…њ,1
г« ен д’«∆Ќ  Ќ÷н— «бя‘яњ,гд Ў—ё  Ќ÷н— ‘ж—»… «бя‘яњ,0
гд Ў—ё  Ќ÷н—  Ќбм  «—  «бя«” —ѕњ,гд Ў—ё  Ќ÷н—  Ќбм  «—   њ,0
г« ен гег… гѕн— ёж«Џѕ «б»н«д« њ,г м ўе—  ёж«Џѕ «б»н«д« њ,0
г« еж «бЌгб «бя«–»њ,г«–« нЏдн «бЌгб «бя«–»њ,1
г« ен «беж«г‘ њ,г«  Џ—нЁ «беж«г‘ њ,1
янЁ н џн— ‘яб √»ж –дн»…њ,янЁ няжд ћбѕ «б÷ЁѕЏњ,0
г«–« нЌѕ ё«—… √Ё—нён« гд «бће… «бћдж»н…«б‘—ён…њ,г«–« нЌѕ ё«—… √Ё—нён« гд «бће… «б‘г«бн…њ,0
янЁ «Ќ÷—  я» яня »«б»— ё«бњ,гд Ў—ё  Ќ÷н—  я» яня »«б»— ё«бњ,1
яг ”д… «” г—  Ћж—… 1947 Ён гѕџ‘ё—њ,гд ё«г »«” Џг«— гѕџ‘ё—њ,0
г«–« н‘гб гЁежг  яджбжћн« «б Џбнгњ,г«–« дё’ѕ » яджбжћн« «б Џбнгњ,0
г« Ў—нё…  Ќ÷н— «бг’«»н» њ,гд Ў—ё  Ќ÷н— «бг’«»н» ѕжд »н÷њ,0
г« ен Ќ«б«  «бЎн—«д «б н  ёжг «бЎ«∆—… «бг—жЌн… »е«њ,г« ен Ќ«б«  «бЎн—«д «б н  ёжг «бЎ«∆—… «бг—жЌн… »е«њ,1
еб нжћѕ √÷—«— гд «” Ќѕ«г «бЋбћ бб»‘—…њ,еб н÷— «бЋбћ «бжћењ,1
яг  ’б «бяЋ«Ё… «б”я«дн… Ён «б»ж”д… ж«бе—”яњ,яг  »бџ «бяЋ«Ё… «б”я«дн… Ён »бћнян«њ,0
г« ен «б«” ё«б… њ,г« ен ќЎж«  «б«” ё«б…њ,0
гд Ў—ё  Ќ÷н— Ќбм гж” «б‘«гж«ењ,гд Ў—ё  Ќ÷н— гж”  њ,0
г« «”г Џ«’г… ћ“— «бяд«—н «б «»Џ… б≈”»«дн«њ,г« ен Џ«’г… «бћгеж—н… «бЏ—»н… «б’Ќ—«жн… «бѕнгё—«Ўн…њ,0
г« ен «бяжбн—«њ,г« ен «бяжб«њ,0
гд ен «б‘—я… «б«жбм «б н ё«г  » ’днЏ «бя«гн—« њ,√нд  ’дЏ √Ё÷б я«гн—«  «б ’жн—њ,0
г« ен ’б«… «бЌ«ћ…њ,янЁ  ’бм ’б«… «бЌ«ћ…њ,0
еб нЏ »— «б»ёѕжд” гд «б√Џ‘«»њ,г« «б«”г «бЏбгн бд»«  «б»ёѕжд”њ,1
≈бм √н »бѕ нЏжѕ √’б «бЌ«—Ћ »д Ќбш“… «бн‘я—нњ,≈бм √н »бѕ нЏжѕ √’б «бЌ«—Ћ »д Ќбш“… «бн‘я—нњ,1
яг  »бџ д”»… «б–яж— «бг Џбгнд Ён «б’ндњ,г« ен д”»… «бг Џбгнд «б–яж— Ён «б’ндњ,1
г« Ќ«б «бЎё” Ён гѕџ‘ё— ‘ «Ѕрњ,г« Ќ«б… «бЎё” Ён гѕџ‘ё— ’нЁ«р,0
г м  г «я ‘«Ё жб«н… днж »—жд“жняњ,Ён √н Џ«г  г «д÷г«г жб«н… √б»— « бб« Ќ«ѕ «бядѕнњ,0
гд Ў—ё  Ќ÷н— яня «бяж» »«б‘жяжб« … Ён «бгня—жнЁњ,гд Ў—ё  Ќ÷н— яня «б‘жяжб« … њ,0
гд ќ’«∆’ гѕнд… ”Ќ«» «б’д«Џн… њ,г« ен ’Ё«  гѕнд… ”Ќ«» «б’д«Џн…њ,1
г« Ў—нё…  Ќ÷н—  «бЌбн» «бгяЋушЁњ,гд Ў—ё  Ќ÷н—  «бЌбн» «бгяЋушЁ »«б‘жяжб« …њ,0
гд Ў—ё  Ќ÷н—  я—«  «б‘жяжб« … њ,гд Ў—ё  Ќ÷н—   «б‘жяжб« …њ,0
г« «бЌяг «б‘—Џн б’н«г √н«г «б ‘—нёњ,г« ен √н«г «б ‘—нёњ,0
г м я«д «жб ўеж— ббдёжѕ њ,г« еж г»ѕ√ «бдёжѕ њ,0
г« √ег «бгЏ«бг «б”н«Ќн… «бгжћжѕ… Ён »—нЎ«дн«њ,г« ”»»  ”гн… ”«Џ… »нћ »нд »е–« «б«”гњ,0
янЁ «Ќ÷— нќд… «бёбё«”њ,гд Ў—ё  Ќ÷н— нќд…  њ,0
гд Ў—ё  Ќ÷н— ’б’… «бѕшћ«ћњ,",гд Ў—ё  Ќ÷н— «бѕћ«ћњ",0
г« ен «бёнг «б”н«”н…њ,гд ќ’«∆’ «бёнг њ,0
г« ен «б«б “«г« њ,гд «дж«Џ «б«б “«г« њ,0
г« еж «”г ”дџ«Ёж—… «б”н«”нњ,√нд  ёЏ ћгеж—н… ”дџ«Ёж—…њ,0
яг  »бџ «бг”«Ќ… «бћџ—«Ён… бжб«н… г«дн ж»«њ,яг  ’б «бг”«Ќ… «бћџ—«Ён… бжб«н… √б»— «њ,0
г« ен «бЋж—… «б’д«Џн… њ,г« «бгё’жѕ »«бЋж—… «б’д«Џн… њ,1
г« еж  Џ—нЁ «б‘ќ’њ,г« √егн… «б‘Џ—њ,0
янЁ «Ќ÷— «бЏ—ня…њ,гд Ў—ё  Ќ÷н— «бЏ—ня…њ,1
г« ѕж— «бЌ÷«—… «бЁ—Џждн… Ён «бгќ —Џ« њ,еб я«д ббЌ÷«—… «бЁ—Џждн… Ён «бгќ —Џ« њ,1
г« «б√ћ“«Ѕ «б н н яжд где« «б URLњ,г« «бгё’жѕ »«б№ URLњ,0
янЁ «Ќ÷— яня ѕжд »н÷ жЌбн»њ,гд Ў—ё  Ќ÷н— яня  њ,0
гд «б«гж— «б н нћ» Џѕг ЁЏбе« Ён гё«»б… «бЏгб њ,г« ен гё«»б… «бЏгб њ,0
г« ен √ег «бж’Ё«  гд «б√—“ «бгЎЌжд бб»‘—…њ,янЁ нгяд «б«” Ё«ѕ… гд «б√—“ «бгЎЌжд бб»‘—…њ,1
гд Ў—ё  Ќ÷н— Ќ‘ж… ћ»д «бян—нњ,гд Ў—ё  Ќ÷н— яня… ћ»д «бян—нњ,0
г« Ќяг «бѕнд Ён «” ќѕ«г »Ў«ё«  г«” — я«—ѕњ,янЁ √” ќѕг »Ў«ё… «бг«” — я«—ѕњ,0
янЁ «Ќ÷— я«”«ѕн« «бѕћ«ћњ,гд Ў—ё  Ќ÷н— «бѕћ«ћњ,0
г« «бЎ—нё… «б н   я«Ћ— »е« «б÷Ё«ѕЏњ,янЁ  Ќгн «б÷Ё«ѕЏ »нж÷е«њ,0
г« гд«ќ √г—ня« «б”«∆ѕњ,г« Џѕѕ «б√ё«бнг «б—∆н”н… Ён √г—ня«њ,0
г« ен «Џ—«÷ «бя“нг«њ,г« «Џ—«÷ «б«я“нг«њ,1
г« ен Џ«’г… «бнжд«дњ,г« «”г Џ«’г… √бг«дн«њ,0
бг«–« нћ» Џѕг  д«жб «б»ёѕжд” ё»б ж»Џѕ «бЏгбн«  «бћ—«Ќн…њ,г« гќ«Ў— «бЏгбн«  «бћ—«Ќн…њ,0
г«–« дё’ѕ »«бѕћ«ћ «б≈дћбн“ншњ,г«  Џ—нЁ «бѕж«ћд њ,0
г«  Џ—нЁ «б’гџ «бЏ—»н њ,гд «нд н” ќ—ћ «б’гџ «бЏ—»н њ,0
г«–« дё’ѕ » ёдн… «бгЏбжг«  њ,г«  Џ—нЁ  ёдн… «бгЏбжг«  њ,1
г« ен Џд«’— «б Ёжн÷ њ,г« ен √дж«Џ «б Ёжн÷ њ,0
еб ед«я Ќёжё ббг ЎжЏнд Ён «бЏгб «б ЎжЏн њ,г«–« дё’ѕ »«бЏгб «б ЎжЏн њ,0
янЁ «Ќ÷— »«Ё«бжд«њ,гд Ў—ё  Ќ÷н— »«Ё«бжд« »«б‘жяжб« …њ,0
√нд  ёЏ ≈н—бдѕ« Ён ё«—… √жж»«њ,г« еж гжёЏ ¬н”бдѕ« Ён ё«—… √ж—ж»«њ,0
яг н»бџ Ўжб Џё—» ”«Џ… »нћ »ндњ,яг Ўжб Џё—» ”«Џ… »нћ »ндњ,1
г«  √Ћн— «б»ёѕжд” Џбм г—÷м «б”я—нњ,г«  √Ћн— «бя“»—… Џбм г—÷м «б”я—нњ,0
яг Џѕѕ ”—«н« «б—”жб ’бм «ббе Џбне ж”бгњ,г« ен ”—«н« «б—”жбњ,0
Ён √н Џ«г  г ≈б≈Џб«д »‘ябт —”гн Џд «бѕ” ж— «б√г—нян «б√жбњ,г м √Џбд Џд «” ёб«б √г—ня«њ,0
√нд  ёЏ гѕнд… ћ“ндн ‘њ,г« ен «бгѕнд… «б н бё»  »’Ё— «б“г«дњ,0
янЁ «Ќ÷— яня… «б»”»ж”… њ,гд Ў—ё  Ќ÷н— яня… «б»”»ж”…њ,1
еб »ж—’… ен √жб Џ«’г… ЏЋг«дн…њ,г« Џ«’г… «бѕжб… «бЏЋг«дн…њ,0
гд Ў—ё  Ќ÷н—  Ќбжм «бћ“—њ,гд Ў—ё  Ќ÷н— «бћ“—њ,0
г« ен гѕнд… «бћ»нб «б’д«Џн… њ,«нд  ёЏ гѕнд… «бћ»нб «б’д«Џн… њ,0
еб ед«я гЋ«б Џбм Ќ”«» «бЁ«∆ѕ… «бг—я»…њ,г« ен «бЁж«∆ѕ њ,0
г м Џ«ѕ «бдў«г «бгбян б≈”»«дн«њ,Ён √н Џ«г «” Џ«ѕ  ≈”»«дн« дў«ге« «бгбянњ,1
янЁ «Ќ÷— яня… —ѕ ЁнбЁ  њ,гд Ў—ё  Ќ÷н— яня… ‘жяжб« ењ,0
г« г—«Ќб џ”нб «б«гж«б њ,г« «бгё’жѕ »џ”нб «б«гж«б њ,0
Ён √н Џ«г Ќ’б »—ћ  «»н Џбм ‘е«ѕ… бнѕ ббг»«дн «бќ÷—«Ѕњ,г« «”г √Ўжб «бг»«дн «бќ÷—«Ѕ Џ«бгн«рњ,0
г« ен «Џ—«÷ «бн—ё«дњ,г« ен «Џ—«÷ «б’Ё—«Ѕњ,1
г«  Џ—нЁ «б—»Ќ њ,г« «бгё’жѕ »«б—»Ќ њ,1
г« ен «ббџ… «б—”гн… бћ“— «бёг—њ,г« Џгб… ћ“— «бёг—њ,0
г«–« нџЎн √–д «б÷ЁѕЏњ,янЁ няжд ‘яб √”д«д «б÷ЁѕЏњ,0
г« еж «бЁ—ё »нд «б—‘Ќ ж«б«дЁбжд“«њ,г«бЁ—ё »нд д“б«  «б»—ѕ ж«б«дЁбжд“«њ,1
Ён √н Џ«г я«д «бЁ Ќ «б√Џўгњ,г м я«д Ё Ќ гя…њ,1
г«–« ёѕг  ‘»я«  «бяг»нж — ббЏ«бгњ,г« ен √егн… ‘»я«  «бяг»нж —њ,1
г« ен «дж«Џ «бЏѕжм »ЁЎ— «бя«дѕнѕ«њ,г« ен «дж«Џ ЁЎ— «бя«дѕнѕ«њ,1
г« ен «б«Џ‘«» «б н  ”«Џѕ Ён Џб«ћ «б»е«ёњ,янЁ нЏ«бћ «бЎ» «б»ѕнб «б»е«ёњ,1
гд ен «бё«—… «б н  Џ »— Ћ«дн √я»— ё«—… Џ«бгн«рњ,г« «”г Ћ«дн √я»— ё«—… Ён «бЏ«бгњ,1
г« Ў—нё…  Ќ÷н— яня… Ў»ё«  «бё—Ё…  њ,гд Ў—ё  Ќ÷н— яня… Ў»ё«  «бё—Ё… њ,1
гд Ў—ё  Ќ÷н— яня «ббшж“ »«бенб ж«б»— ё«бњ,гд Ў—ё  Ќ÷н— яня «б»— ё«бњ,0
г« ен «бЎ—нё… «б’ЌнЌ… бб«Џ д«Ѕ »«б»‘—… њ,г« ен «бЎ—нё… «б’ЌнЌ… бб«Џ д«Ѕ »«б‘Џ—њ,0
√нд жбѕ Џд —… »д ‘ѕш«ѕњ,√нд жбѕ Џд —… »д ‘ѕш«ѕњ,1
яг н»бџ Џѕѕ ”я«д жб«н… ян»яњ,г« Џѕѕ «б”я«д Ён ћ“н—… «б√гн— ≈ѕж«—ѕњ,0
г« г”«Ќ… днж“бдѕ« «бћџ—«Ён…њ,г« ен «бг”«Ќ… «бћџ—«Ён… бднж“бдѕ«њ,1
г м  г »д«Ѕ »—ћ ќбнЁ…њ,Ён √н Џ«г »хдн »—ћ ќбнЁ…њ,1
янЁ «Ќ÷— я—нг… «б“»ѕ… њ,гд Ў—ё  Ќ÷н—  «б“»ѕ… њ,0
г« ен «ббџ… «б—”гн… бжб«н… днж »—жд“жняњ,г« бџ… ян»я «б—”гн…њ,0
яг н»бџ Џѕѕ ”я«д √»ж ў»нњ,г« Џѕѕ «б”я«д «б≈ћг«бн б√»ж ў»нњ,1
г« ен «бгхЌ«”»… «бЌяжгнш… њ,г« ен ”б»н«  «бгЌ«”»… «бЌяжгн…њ,0
янЁ «Ќ÷— »«д яня »«б‘жяжб« ењ,гд Ў—ё  Ќ÷н— »«д яня »«б‘жяжб« ењ,1
г« ‘—Ќ «бЎ—нё… «б—Ў»… бЏгб «б«”гд  њ,г« еж «б«”гд  њ,0
г« ен «Џ—«÷ «б е«» «бя»ѕ «бж»«∆н ”нњ,г« ен «Џ—«÷ Ён—ж” ”нњ,1
г«–« нжћѕ Ён «бг ЌЁ «бёжгн Ён яж«б«бг»ж—њ,г«–« нЌ жн «бг ЌЁ «бёжгн »яж«б«бг»ж—њ,1
яг Џѕѕ «бѕжб… Ён ё«—… √ж—ж»«њ,яг ѕжб… нжћѕ Ён ё«—… √ж—ж»«њ,1
г« ен Џ«’г… «б»— џ«бњ,г« «”г »— џ«б «б—”гнњ,0
яг  »бџ г”«Ќ… «бдг”«њ,г« ен «бг”«Ќ… «б≈ћг«бн… Ён ежбдѕ«њ,0
г« ен √дж«Џ «б«” Ћг«— њ,г« еж «б«” Ћг«— њ,0
г« ен Ў—ё  яншЁ «б‘ќ’ гЏ «бд«”њ,янЁ √ янЁ гЏ «бд«”њ,1
г« ггн“«  «б—”«б… «б—”гн… «бд«ћЌ…њ,»г нћ» √д   гн“ «б—”«б… «б—”гн… «бд«ћЌ…њ,1
гд ќ’«∆’ «б«”ег њ,г« еж  Џ—нЁ «б”ег њ,0
г« Ў—нё…  Ќ÷н— яня… «бяжян“ њ,гд Ў—ё  Ќ÷н—  «бяжян“њ,0
г« д”»… «б≈дћбн“ «бгжћжѕжд ён √” —«бн«њ,г« «ббџ… «б—”гн… Ён √” —«бн«њ,0
г м ÷хг  ёд«… «б”жн” »‘ябт я«гб бг’—њ,г м ÷г де— «бднб бг’—њ,0
г« д”»… «б√” —«бнжд «б√’бнжд «бгжћжѕжд Ён √” —«бн«њ,г« Џѕѕ «б”я«д «б√” —«бнжд «б√’бнжд Ён √” —«бн«њ,1
гд Ў—ё  Ќ÷н—  Ќбм «б√д«д«” «б»«—ѕњ,гд Ў—ё  Ќ÷н— ћбж «б√д«д«”  њ,0
г« еж Џгб «бгхдўшг… «бЏ«бгнш… бб”шб«гњ,г« еж «б”б«г њ,0
г« «”г «бћ«гЏ… «б н «» я—  √жб ће«“ Ќ«”ж»њ,г« ен «бћ«гЏ… «б н «» я—  √жб ће«“ Ќ«”ж»њ,1
янЁ д’«» »ћ—Ћжг… «бгЏѕ…њ,г« «”»«» ћ—Ћжг… «бгЏѕ…њ,1
яг н»бџ ёхЎ— г”ћѕ «б«” ёб«бњ,Ён √н Џ«г »дн г”ћѕ  «б«” ёб«б Ён ≈дѕждн”н«њ,0
г« ен √”»«» «бяЌ… Џдѕ «б√ЎЁ«бњ,г« ен √”»«» «бяЌ… Џдѕ «бя»«—њ,0
г« ен д”»… «б”я«д –жн «бѕн«д«  «б‘Џ»н…њ,яг  »бџ д”»… гЏ дён «бѕн«д«  «б‘Џ»н… Ён «б’ндњ,0
гд Ў—ё ’дЏ «бћ»д  «б—жгн гд“бн«рњ,янЁ «’дЏ «бћ»д  «б—жгн Ён «бгд“б њ,1
гд ќ’«∆’ «бЁќ«— њ,г«–« дё’ѕ »«бЁќ«— њ,0
г« ен «бг”«Ќ… «бћџ—«Ён… «б≈ћг«бн… ббя—… «б√—÷н…њ,г« г”«Ќ… «бя—… «б√—÷н… «бћџ—«Ён… «б≈ћг«бн…њ,1
г« Ў—нё…  Ќ÷н— »н “« «б—ж»н«д њ,янЁ «Ќ÷— »н “« «б—ж»н«дњ,1
гд Ў—ё  Ќ÷н— я—«  ћ»д… «бгж“—нб«њ,",гд Ў—ё  Ќ÷н— я—«  «бћ»д…  њ",0
г м жбѕ дћн» гЌЁжўњ,гд еж дћн» гЌЁжўњ,0
г« Ў—нё…  Ќ÷н—  «бЌбн» «бгяЋушЁњ,гд Ў—ё  Ќ÷н—  «бЌбн» «бгяЋушЁњ,1
яг д”»… г ЌѕЋнд «ббџ… «бгдѕ—ндн… Ён «бЏ«бгњ,г« ен бџ… «б’нд «б—”гн…њ,0
г«–« н”»» дё’ Ён «гнд »12 Ён «бћ”гњ,г« ен «Џ—«÷ дё’ Ён «гнд »2њ,0
г« ен √р’џ— ё«—… »«бЏ«бгњ,Ён √н ё«—… нжћѕ де— «б√г«“ждњ,0
гд Ў—ё  Ќ÷н— «бЁж ‘нднњ,"гд Ў—ё  Ќ÷н— «бЁж ‘ндн  »«бЁЎ—њ""",0
г« Ў—нё…  Ќ÷н— «бЏ’нѕ… гЏ «бћ»д њ,гд Ў—ё  Ќ÷н— «бЏ’нѕ… »«ббЌг  њ,0
г« ѕбнб г‘—жЏн… ’н«г «б≈Ћднд ж«бќгн”њ,г« еж ѕбнб г‘—жЏн… ’жг «б≈Ћднд ж«бќгн”њ,1
г« «бЁ«∆ѕ… «б н  ёѕге«  ёдн… «бгЏбжг«  Ён гћ«б «б≈Џ«—… »нд «бгя »« њ,г«–« дё’ѕ » ёдн… «бгЏбжг« њ,0
√нд  ёЏ днж“бдѕ«њ,г« гжёЏ днж“бдѕ« «бћџ—«Ёнњ,1
г« ен  Ќн… «б—”«б… њ,г« ен «б—”«б… њ,0
